X,Y,objectid,lea_school,ptmoved,comments,reviewed,school_nam,principal,street_lon,phys_addr,phys_city,phys_zip,phone,mail_addr,mail_city,mail_zip,fax,url_addres,county,accr_stat,sch_desg,sch_type,sch_ptype,sch_ctype,ext_hours,num_teach,bgn_grade,end_grade,pre_k,elem,middle,high,early_coll,Facility Name,Street Address,City Name,County_2,State,ZIP Code,Latitude,Longitude,Submissions,Toxic Release Inventory Report Link,Toxic Release Inventory - Form R Report Link,Risk-Screening Environmental Indicators Report Link
525292.312600002,249638.437600002,"1088","410529", , , ,Lucy Ragsdale High,Kathryn Rogers,602 High Point Rd,602 High Point Rd,Jamestown,"27282","3368192960",602 High Point Rd,Jamestown,"27282","3368192966",http://schools.gcsnc.com/spages/rgd/home.html,Guilford,SA,Public,Regular School,None,Traditional,"-","75","09","12", , , ,yes,,DIVERSIFIED TECHNOLOGIES INC.,125 WADE ST,JAMESTOWN,GUILFORD,NC,"272822039",35.9908,-79.94258,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/rsei.html?facid=27282DVRSF125WA
525267.312399998,249588.593600001,"1955","410401", , , ,Middle College at GTCC  Jamestown,Loretta Rowland-Kitley,601 High Point Road,601 High Point Road,Jamestown,"27282","3368192957",601 High Point Road,Jamestown,"27282","3368192961",http://schools.gcsnc.com/spages/mcgtcc/index.htm,Guilford,SA,Public,Regular School,Cooperative Innovative HS,Traditional,"-","11","09","13", , , ,yes,true,DIVERSIFIED TECHNOLOGIES INC.,125 WADE ST,JAMESTOWN,GUILFORD,NC,"272822039",35.9908,-79.94258,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/rsei.html?facid=27282DVRSF125WA
535359.062700003,215648.531399999,"1428","761304", , , ,Asheboro High,William Fitch,1221 S Park St,1221 S Park St,Asheboro,"27203","3366256185",1221 S Park St,Asheboro,"27203","3366259320",http://www.asheboro.k12.nc.us/ahs/,Randolph,SA,Public,Regular School,None,Traditional,"1","92","09","12", , , ,yes,,DIXIE FURNITURE CO INC,728 SOUTH FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"272036406",35.69805,-79.81508,"14",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/rsei.html?facid=27203DXFRN728SO
535273.25,215589.109499998,"1429","761308", , , ,South Asheboro Middle,Ann Grant,523 W Walker Ave,523 W Walker Ave,Asheboro,"27203","3366294141",523 W Walker Ave,Asheboro,"27203","3366293761",http://www.asheboro.k12.nc.us/southasheboro/,Randolph,SA,Public,Regular School,None,Traditional,"-","40","06","08", , ,yes, ,,DIXIE FURNITURE CO INC,728 SOUTH FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"272036406",35.69805,-79.81508,"14",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/rsei.html?facid=27203DXFRN728SO
535356.874799997,217051.2502,"1431","761321", , , ,Donna L Loflin Elementary,Paula Owens,405 S Park St,405 S Park St,Asheboro,"27203","3366251685",405 S Park St,Asheboro,"27203","3366251688",http://www.asheboro.k12.nc.us/loflin/,Randolph,SA,Public,Regular School,None,Traditional,"-","24",PK,"05",yes,yes, , ,,DIXIE FURNITURE CO INC,728 SOUTH FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"272036406",35.69805,-79.81508,"14",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/rsei.html?facid=27203DXFRN728SO
536600.312600002,216913.312399998,"1433","761332", , , ,Lindley Park Elementary,Robin Harris,312 Cliff Rd,312 Cliff Rd,Asheboro,"27203","3366256226",312 Cliff Rd,Asheboro,"27203","3366295895",http://www.asheboro.k12.nc.us/lindley,Randolph,SA,Public,Regular School,None,Traditional,"-","28",KG,"05", ,yes, , ,,DIXIE FURNITURE CO INC,728 SOUTH FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"272036406",35.69805,-79.81508,"14",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203DXFRN728SO,https://enviro.epa.gov/enviro/rsei.html?facid=27203DXFRN728SO
656111.466200002,227953.921799999,"2118","920480", ,point verified,"1",Lockhart Elementary,Judy Dudley (Interim),1320 N Smithfield Rd,1320 N Smithfield Rd,Knightdale,"27545","9192668525",1320 N Smithfield Rd,Knightdale,"27545","9192668537",http://lockhartes.wcpss.net/,Wake, ,Public,Regular School,None,Year Round,"-","42",KG,"05", ,yes, , ,,DT MAGNETICS,1001 STEEPLE SQUARE CT,KNIGHTDALE,WAKE,NC,"27545",35.8028,-78.48936,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27545DTMGN1001S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27545DTMGN1001S,https://enviro.epa.gov/enviro/rsei.html?facid=27545DTMGN1001S
641912.229099996,223844.265900001,"1655","920596", ,point verified,"1",Washington Elementary,Peggy Beasley-Rodger,1000 Fayetteville St,1000 Fayetteville St,Raleigh,"27601","9198567960",1000 Fayetteville St,Raleigh,"27601","9198567985",http://washingtones.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","46",KG,"05", ,yes, , ,,EAST CAROLINA METAL TREATING INC.,1010 S SAUNDERS ST,RALEIGH,WAKE,NC,"27603",35.76853,-78.64863,"25",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603STCRL1014S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603STCRL1014S,https://enviro.epa.gov/enviro/rsei.html?facid=27603STCRL1014S
641654.031400003,227724.6928,"1649","920572", ,point verified,"1",Underwood Elementary,Jacqueline Jordan,1614 Glenwood Avenue,1614 Glenwood Avenue,Raleigh,"27608","9198567663",1614 Glenwood Avenue,Raleigh,"27608","9198567981",http://underwoodes.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","38",KG,"05", ,yes, , ,,EAST CAROLINA METAL TREATING INC.,1117 CAPITAL BLVD.,RALEIGH,WAKE,NC,"27603",35.79776,-78.6402,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C
641448.210600004,227037.719099998,"1835",92K000,"yes, 2012",down the street,"1",Raleigh Charter High School,Thomas Humble,1111 Haynes Street,1307 Glenwood Avenue,Raleigh,"27605","9197151155",1307 Glenwood Avenue,Raleigh,"27604","9197151176",http://www.raleighcharterhs.org,Wake, ,Charter,Regular School,None,Traditional,"-","41","09","12", , , ,yes,,EAST CAROLINA METAL TREATING INC.,1117 CAPITAL BLVD.,RALEIGH,WAKE,NC,"27603",35.79776,-78.6402,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C
642597.864699997,226953.270799998,"1953",92Q000, ,point verified,"1",Hope Elementary,Clarissa Fleming,1116 N Blount Street,1116 N Blount Street,Raleigh,"27604","9198340941",1116 N Blount Street,Raleigh,"27604","9198349338",http://www.hopecharterschool.org,Wake, ,Charter,Regular School,None,Year Round,"-","11",KG,"05", ,yes, , ,,EAST CAROLINA METAL TREATING INC.,1117 CAPITAL BLVD.,RALEIGH,WAKE,NC,"27603",35.79776,-78.6402,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C
642348.396799996,226157.173,"2578","920585", ,point verified,"1",Wake Young Men's Leadership Academy,Ian Solomon,15 East Peace Street,15 East Peace Street,Raleigh,"27604","0", , ,"0","0", ,Wake, ,Public,Regular School,None, ,"-","0","06","09", , ,yes, ,,EAST CAROLINA METAL TREATING INC.,1117 CAPITAL BLVD.,RALEIGH,WAKE,NC,"27603",35.79776,-78.6402,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C
642348.396799996,226157.173,"2579","920586", ,point verified,"1",Wake Young Women's Leadership Academy,Teresa Pierrie,15 East Peace Street,15 East Peace Street,Raleigh,"27604","0", , ,"0","0", ,Wake, ,Public,Regular School,None, ,"-","0","06","09", , ,yes, ,,EAST CAROLINA METAL TREATING INC.,1117 CAPITAL BLVD.,RALEIGH,WAKE,NC,"27603",35.79776,-78.6402,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C,https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C
508084.656300001,163767.5625,"469","840336", , , ,Norwood Elementary,Susan Russell,400 South Main St,400 South Main St,Norwood,"28128","7044743126",PO Box 636,Norwood,"28128","7044745226",http://norwood.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,"-","27",PK,"05",yes,yes, , ,,EATON AEROQUIP,680 LANIER RD,NORWOOD,STANLY,NC,"28128",35.21367,-80.10884,"35",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28128RQPCRHIGHW,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28128RQPCRHIGHW,https://enviro.epa.gov/enviro/rsei.html?facid=28128RQPCRHIGHW
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,ELECTRONIC DATA MAGNETICS INC,210 OLD THOMASVILLE RD,HIGH POINT,GUILFORD,NC,"272600000",35.93153,-80.03133,"15",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260LCTRN210OL,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260LCTRN210OL,https://enviro.epa.gov/enviro/rsei.html?facid=27260LCTRN210OL
644509.812299997,173557.8281,"1116","430344", , , ,Harnett Primary,Sabrina Hendley,800 W Harnett St,800 W Harnett St,Dunn,"28334","9108920126",800 W Harnett St,Dunn,"28334","9108925561",http://www.harnett.k12.nc.us/Schools/Harnett/inde,Harnett, ,Public,Regular School,None,Traditional,"-","40",P0,"03", ,yes, , ,,ENERGY CONVERSION SYSTEMS HOLDINGS LLC,ONE MORGANITE DR,DUNN,HARNETT,NC,"28334",35.31823,-78.62076,"114",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28334MRGNTONEMO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28334MRGNTONEMO,https://enviro.epa.gov/enviro/rsei.html?facid=28334MRGNTONEMO
644421.9375,173618.1721,"1117","430380", , , ,Wayne Avenue Elem,Charles Bradham,910 W Harnett St,910 W Harnett St,Dunn,"28334","9108921059",910 W Harnett St,Dunn,"28334","9108922257",http://www.harnett.k12.nc.us/Schools/Wayne/index.,Harnett, ,Public,Regular School,None,Traditional,"-","17","04","05", ,yes, , ,,ENERGY CONVERSION SYSTEMS HOLDINGS LLC,ONE MORGANITE DR,DUNN,HARNETT,NC,"28334",35.31823,-78.62076,"114",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28334MRGNTONEMO,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28334MRGNTONEMO,https://enviro.epa.gov/enviro/rsei.html?facid=28334MRGNTONEMO
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,ENNIS-FLINT INC - HIGH POINT FACILITY,201 OLD THOMASVILLE RD,HIGH POINT,GUILFORD,NC,"27260",35.93417,-80.02944,"37",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262NVCHM201OL,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262NVCHM201OL,https://enviro.epa.gov/enviro/rsei.html?facid=27262NVCHM201OL
535359.062700003,215648.531399999,"1428","761304", , , ,Asheboro High,William Fitch,1221 S Park St,1221 S Park St,Asheboro,"27203","3366256185",1221 S Park St,Asheboro,"27203","3366259320",http://www.asheboro.k12.nc.us/ahs/,Randolph,SA,Public,Regular School,None,Traditional,"1","92","09","12", , , ,yes,,EVEREADY BATTERY CO INC,800 ALBEMARLE RD,ASHEBORO,RANDOLPH,NC,"27203",35.68998,-79.8252,"22",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203VRDYB800AL,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203VRDYB800AL,https://enviro.epa.gov/enviro/rsei.html?facid=27203VRDYB800AL
535273.25,215589.109499998,"1429","761308", , , ,South Asheboro Middle,Ann Grant,523 W Walker Ave,523 W Walker Ave,Asheboro,"27203","3366294141",523 W Walker Ave,Asheboro,"27203","3366293761",http://www.asheboro.k12.nc.us/southasheboro/,Randolph,SA,Public,Regular School,None,Traditional,"-","40","06","08", , ,yes, ,,EVEREADY BATTERY CO INC,800 ALBEMARLE RD,ASHEBORO,RANDOLPH,NC,"27203",35.68998,-79.8252,"22",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203VRDYB800AL,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203VRDYB800AL,https://enviro.epa.gov/enviro/rsei.html?facid=27203VRDYB800AL
619928.625100002,248609.906399999,"2153","320310", , , ,Eastway Elementary,Kendral Flowers,610 North Alston Avenue,610 North Alston Avenue,Durham,"27701","9195603910",610 North Alston Avenue,Durham,"27701","9195603421",http://www.eastway.dpsnc.net/,Durham, ,Public,Regular School,None,Traditional,"-","32",KG,"05", ,yes, , ,,FEDERAL PAPER BOARD CO INC,923 FRANKLIN ST,DURHAM,DURHAM,NC,"27702",35.990223,-78.888992,"7",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27702FDRLP923FR,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27702FDRLP923FR,https://enviro.epa.gov/enviro/rsei.html?facid=27702FDRLP923FR
539822.562700003,175402.453000002,"405","620314", , , ,East Middle,Della Ingram,1834 S US 220 Alt Hwy,1834 S US 220 Alt Hwy,Biscoe,"27209","9104283278",1834 S US 220 Alt Hwy,Biscoe,"27209","9104281279",http://montgomery.k12.nc.us,Montgomery,SA,Public,Regular School,None,Traditional,"-","32","06","08", , ,yes, ,,FLAKEBOARD AMERICA LLC,157 ATC DR,BISCOE,MONTGOMERY,NC,"27209",35.328611,-79.767778,"8",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2720WFLKBR157AT,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2720WFLKBR157AT,https://enviro.epa.gov/enviro/rsei.html?facid=2720WFLKBR157AT
627369.875699997,207549.306400001,"2440","920306", ,point verified,"1",Herbert Akins Rd Elementary,Craig Matthews (Interim),2255 HERBERT AKINS RD,2255 Herbert Akins Rd,Fuquay-Varina,"27526","9195674100",2255 Herbert Akins Rd, ,"0","9195674109",http://herbertakinsroades.wcpss.net,Wake, ,Public,Regular School,None,Year Round,"-","52",KG,"05", ,yes, , ,,"FLEXLINE IND, DIV NATL FIRE HOSE CORP",121 DICKENS RD,FUQUAY-VARINA,WAKE,NC,"27526",35.61468,-78.80859,"7",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27526FLXLN121DI,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27526FLXLN121DI,https://enviro.epa.gov/enviro/rsei.html?facid=27526FLXLN121DI
538407.9375,182851.968699999,"403","620334", , , ,Star Elementary,Vance Thomas,302 S Main Street,302 S Main Street,Star,"27356","9104284333",302 S Main Street,Star,"27356","9104281439", ,Montgomery,SA,Public,Regular School,None,Traditional,"-","16",PK,"05",yes,yes, , ,,FRUIT OF THE LOOM HOSIERY STAR DIV,RUSSELL DR,STAR,MONTGOMERY,NC,"27356",35.4055,-79.78493,"3",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27356FRTFTRUSSE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27356FRTFTRUSSE,https://enviro.epa.gov/enviro/rsei.html?facid=27356FRTFTRUSSE
534427.437600002,213563.968699999,"2260","760354", , , ,Randolph Early College High,Cathy Waddell,629 Industrial Park Avenue,629 Industrial Park Avenue,Asheboro,"27205","3366251137",629 Industrial Park Avenue,Asheboro,"27205","3366253186", ,Randolph, ,Public,Regular School,Early College,Traditional,"-","13","09","13", , , ,yes,true,GEORGIA-PACIFIC CORP PACKAGING DIV,200 MCDOWELL RD,ASHEBORO,RANDOLPH,NC,"27203",35.66976,-79.82607,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203GRGPC200MC,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203GRGPC200MC,https://enviro.epa.gov/enviro/rsei.html?facid=27203GRGPC200MC
671028.461999997,232017.699900001,"1666","920632", ,point verified,"1",Zebulon Elementary,Marion Evans,700 Proctor St,700 Proctor St,Zebulon,"27597","9194043680",700 Proctor St,Zebulon,"27597","9194043676",http://zebulones.wcpss.net,Wake, ,Public,Regular School,Magnet,Traditional,"-","37",KG,"05", ,yes, , ,,GLAXOSMITHKLINE INC,1011 N ARENDELL AVE,ZEBULON,WAKE,NC,"27597",35.832054,-78.319739,"57",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27597GLXNC1011N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27597GLXNC1011N,https://enviro.epa.gov/enviro/rsei.html?facid=27597GLXNC1011N
671726.000200003,231134.8752,"1872","920636", ,point verified,"1",Zebulon Middle,Dalphine Perry,1000 Shepard School Rd,1000 Shepard School Rd,Zebulon,"27597","9194043630",1000 Shepard School Rd,Zebulon,"27597","9194043651",http://zebulonms.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","45","06","08", , ,yes, ,,GLAXOSMITHKLINE INC,1011 N ARENDELL AVE,ZEBULON,WAKE,NC,"27597",35.832054,-78.319739,"57",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27597GLXNC1011N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27597GLXNC1011N,https://enviro.epa.gov/enviro/rsei.html?facid=27597GLXNC1011N
619928.625100002,248609.906399999,"2153","320310", , , ,Eastway Elementary,Kendral Flowers,610 North Alston Avenue,610 North Alston Avenue,Durham,"27701","9195603910",610 North Alston Avenue,Durham,"27701","9195603421",http://www.eastway.dpsnc.net/,Durham, ,Public,Regular School,None,Traditional,"-","32",KG,"05", ,yes, , ,,GOLDEN BELT MANUFACTURING CO,807 E MAIN ST,DURHAM,DURHAM,NC,"27701",35.98964,-78.89134,"30",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/rsei.html?facid=27701GLDNB807EA
618963.125,247629.265700001,"2161","320388", , , ,W G Pearson Elementary,Susan Wells,3501 Fayettville Street,3501 Fayettville Street,Durham,"27707","9195603988",3501 Fayettville Street,Durham,"27707","9195602661",http://www.pearson.dpsnc.net/,Durham, ,Public,Regular School,Magnet,Modified,"-","43",PK,"05",yes,yes, , ,,GOLDEN BELT MANUFACTURING CO,807 E MAIN ST,DURHAM,DURHAM,NC,"27701",35.98964,-78.89134,"30",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/rsei.html?facid=27701GLDNB807EA
618876.875,247659.265700001,"2306","320389", , , ,WG Pearson Magnet Middle,Valerie Griffin-Andrews,600 E Umstead St,600 E Umstead St,Durham,"27701","9195602208",600 E Umstead St,Durham,"27701","9195603802",http://wgpearsonms.dpsnc.net/,Durham, ,Public,Regular School,None,Traditional,"-","26","06","08", , ,yes, ,,GOLDEN BELT MANUFACTURING CO,807 E MAIN ST,DURHAM,DURHAM,NC,"27701",35.98964,-78.89134,"30",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27701GLDNB807EA,https://enviro.epa.gov/enviro/rsei.html?facid=27701GLDNB807EA
570774.374899998,154214.156500001,"1309","630308", ,point verified,"1",Aberdeen Elementary,Debbie Warren,503 Sandhills Blvd N,503 Sandhills Blvd N,Aberdeen,"28315","9109441124",503 Sandhills Blvd N,Aberdeen,"28315","9109443597",http://schoolcenter.mcs.k12.nc.us/ae,Moore, ,Public,Regular School,None,Traditional,"-","12","03","05", ,yes, , ,,GULISTAN CARPET,3140 HWY 5,ABERDEEN,MOORE,NC,"28315",35.135556,-79.435,"22",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28315GLSTN3140H,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28315GLSTN3140H,https://enviro.epa.gov/enviro/rsei.html?facid=28315GLSTN3140H
540823.437399998,245394.9531,"1087","410523", , , ,Pleasant Garden Elementary,Lisa Jordan,4833 Pleasant Garden Rd,4833 Pleasant Garden Rd,Pleasant Garden,"27313","3366744321",4833 Pleasant Garden Rd,Pleasant Garden,"27313","3366744320",http://schools.gcsnc.com/spages/pge/index.html,Guilford,SA,Public,Regular School,None,Traditional,"-","35",PK,"05",yes,yes, , ,,HANSON BRICK PLEASANT GARDEN PLANT,1410 FOREST ACRES CIR,PLEASANT GARDEN,GUILFORD,NC,"27313",35.968414,-79.764518,"35",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27313BRNCL1410F,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27313BRNCL1410F,https://enviro.epa.gov/enviro/rsei.html?facid=27313BRNCL1410F
518791.187399998,244322.703200001,"1046","410364", , , ,Fairview Elementary,Rhonda Copeland,608 Fairview St,608 Fairview St,High Point,"27260","3368192890",608 Fairview St,High Point,"27260","3368192892",http://schools.gcsnc.com/spages/fairview/index.htm,Guilford,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,HAWORTH INC,801 MILLIS ST,HIGH POINT,GUILFORD,NC,"27262",35.9488,-80.01597,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/rsei.html?facid=27261MYRTLCOROF
517981.875200003,245401.8748,"1047","410367", , , ,Ferndale Middle,Angela Jackson,701 Ferndale Blvd,701 Ferndale Blvd,High Point,"27262","3368192855",701 Ferndale Blvd,High Point,"27262","3368852854",http://schools.gcsnc.com/spages/ferndale/home.html,Guilford,SA,Public,Regular School,Magnet,Traditional,"-","54","06","08", , ,yes, ,,HAWORTH INC,801 MILLIS ST,HIGH POINT,GUILFORD,NC,"27262",35.9488,-80.01597,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/rsei.html?facid=27261MYRTLCOROF
517624.781199999,245410.453200001,"1057","410406", , , ,High Point Central High,Robert Christina,801 Ferndale Blvd,801 Ferndale Blvd,High Point,"27262","3368192825",801 Ferndale Blvd,High Point,"27262","3368192991",http://schools.gcsnc.com/spages/hpc/index.html,Guilford,SA,Public,Regular School,Magnet,Modified,"-","88","09","12", , , ,yes,,HAWORTH INC,801 MILLIS ST,HIGH POINT,GUILFORD,NC,"27262",35.9488,-80.01597,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/rsei.html?facid=27261MYRTLCOROF
518560.156199999,244514.2029,"2208","410534", , , ,Dean B Pruett SCALE Academy,Kenneth Wheat,116 Pisgah Church Rd,900 English Road,High Point,"27262","3368785380",900 English Road,Greensboro,"27405","3368897625",http://schoolcenter.gcsnc.com/education/school/sc,Guilford, ,Public,Alternative Education,None,Traditional,"-","6","06","12", , ,yes,yes,,HAWORTH INC,801 MILLIS ST,HIGH POINT,GUILFORD,NC,"27262",35.9488,-80.01597,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MYRTLCOROF,https://enviro.epa.gov/enviro/rsei.html?facid=27261MYRTLCOROF
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,HEXION SPECIALTY CHEMICALS INC.,1717 WARD ST,HIGH POINT,GUILFORD,NC,"27261",35.93822,-80.02614,"27",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261BRDNN1717W,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261BRDNN1717W,https://enviro.epa.gov/enviro/rsei.html?facid=27261BRDNN1717W
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,HIGH POINT FURNITURE COMPONENTS,1430 SHERMAN CT,HIGH POINT,GUILFORD,NC,"27260",35.930872,-80.022763,"3",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260HGHPN143SH,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260HGHPN143SH,https://enviro.epa.gov/enviro/rsei.html?facid=27260HGHPN143SH
