"Facility Name","Street Address","City Name","County","State","ZIP Code","Latitude","Longitude","Submissions","Toxic Release Inventory Report Link","Toxic Release Inventory - Form R Report Link","Risk-Screening Environmental Indicators Report Link"
"DURAFIBER TECHNOLOGIES INC-MONCURE PLANT","338 PEA RIDGE RD","NEW HILL","CHATHAM","NC","27562","35.62051","-79.0504","127","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27559LLSSGPEARI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27559LLSSGPEARI","https://enviro.epa.gov/enviro/rsei.html?facid=27559LLSSGPEARI"
"E R CARPENTER CO INC","1021 SPRINGFIELD RD","HIGH POINT","GUILFORD","NC","27264","35.93308","-79.96831","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27264RCRPN1021S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27264RCRPN1021S","https://enviro.epa.gov/enviro/rsei.html?facid=27264RCRPN1021S"
"EAGLE ELECTRIC SANFORD DIV","310 MCNEIL RD","SANFORD","LEE","NC","27330","35.51163","-79.20662","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330GLLCT310MC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330GLLCT310MC","https://enviro.epa.gov/enviro/rsei.html?facid=27330GLLCT310MC"
"EAST CAROLINA METAL TREATING INC.","1010 S SAUNDERS ST","RALEIGH","WAKE","NC","27603","35.76853","-78.64863","25","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603STCRL1014S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603STCRL1014S","https://enviro.epa.gov/enviro/rsei.html?facid=27603STCRL1014S"
"EAST CAROLINA METAL TREATING INC.","1117 CAPITAL BLVD.","RALEIGH","WAKE","NC","27603","35.79776","-78.6402","17","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2760WSTCRL1117C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2760WSTCRL1117C","https://enviro.epa.gov/enviro/rsei.html?facid=2760WSTCRL1117C"
"EATON - FAYETTEVILLE","2900 DOC BENNETT RD","FAYETTEVILLE","CUMBERLAND","NC","28306","34.99451","-78.89144","93","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28306WSTNG2900D","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28306WSTNG2900D","https://enviro.epa.gov/enviro/rsei.html?facid=28306WSTNG2900D"
"EATON AEROQUIP","680 LANIER RD","NORWOOD","STANLY","NC","28128","35.21367","-80.10884","35","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28128RQPCRHIGHW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28128RQPCRHIGHW","https://enviro.epa.gov/enviro/rsei.html?facid=28128RQPCRHIGHW"
"EATON CORP","2933 S MIAMI BLVD","DURHAM","DURHAM","NC","27703","35.926","-78.84572","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27703CTLRH2933S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27703CTLRH2933S","https://enviro.epa.gov/enviro/rsei.html?facid=27703CTLRH2933S"
"EATON CORP","9400 GLOBE CENTER DR - SUITE 121","MORRISVILLE","WAKE","NC","27560","35.89267","-78.80081","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27560TNCRP94GLB","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27560TNCRP94GLB","https://enviro.epa.gov/enviro/rsei.html?facid=27560TNCRP94GLB"
"EDWARDS WOOD PRODUCTS INC.","3230 STALEY STORE RD","LIBERTY","ALAMANCE","NC","27298","35.85687","-79.530762","20","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298DWRDS323ST","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298DWRDS323ST","https://enviro.epa.gov/enviro/rsei.html?facid=27298DWRDS323ST"
"ELECTRONIC DATA MAGNETICS INC","210 OLD THOMASVILLE RD","HIGH POINT","GUILFORD","NC","272600000","35.93153","-80.03133","15","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260LCTRN210OL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260LCTRN210OL","https://enviro.epa.gov/enviro/rsei.html?facid=27260LCTRN210OL"
"ELSTER ELECTRICITY LLC","201 S ROGERS LN","RALEIGH","WAKE","NC","27610","35.77635","-78.54594","34","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27610BBPWR201SR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27610BBPWR201SR","https://enviro.epa.gov/enviro/rsei.html?facid=27610BBPWR201SR"
"ENERGIZER  MANUFACTURING INC","419 ART BRYAN DR","ASHEBORO","RANDOLPH","NC","27203","35.77017","-79.81418","125","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27204VRDYB419AR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27204VRDYB419AR","https://enviro.epa.gov/enviro/rsei.html?facid=27204VRDYB419AR"
"ENERGY CONVERSION SYSTEMS HOLDINGS LLC","ONE MORGANITE DR","DUNN","HARNETT","NC","28334","35.31823","-78.62076","114","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28334MRGNTONEMO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28334MRGNTONEMO","https://enviro.epa.gov/enviro/rsei.html?facid=28334MRGNTONEMO"
"ENGINEERED POLYMER SOLUTIONS INC (DBA VALSPAR COATINGS)","2147 BREVARD RD","HIGH POINT","GUILFORD","NC","27261","35.92471","-79.99828","137","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263GRDSM2147B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263GRDSM2147B","https://enviro.epa.gov/enviro/rsei.html?facid=27263GRDSM2147B"
"ENGINEERED POLYMER SOLUTIONS INC. D/B/A VALSPAR COATINGS","1647 ENGLISH RD","HIGH POINT","GUILFORD","NC","27261","35.946841","-80.020924","263","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260THVLS1647E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260THVLS1647E","https://enviro.epa.gov/enviro/rsei.html?facid=27260THVLS1647E"
"ENNIS-FLINT INC - CLC FACILITY","505 COUNTY LINE RD","THOMASVILLE","RANDOLPH","NC","27360","35.87711","-80.04906","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2736WNNSFL59CUN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2736WNNSFL59CUN","https://enviro.epa.gov/enviro/rsei.html?facid=2736WNNSFL59CUN"
"ENNIS-FLINT INC - HIGH POINT FACILITY","201 OLD THOMASVILLE RD","HIGH POINT","GUILFORD","NC","27260","35.93417","-80.02944","37","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262NVCHM201OL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262NVCHM201OL","https://enviro.epa.gov/enviro/rsei.html?facid=27262NVCHM201OL"
"ENNIS-FLINT INC - TODD COURT FACILITY","115 TODD CT","THOMASVILLE","DAVIDSON","NC","27360","35.88786","-80.0579","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2736WNNSFL115TD","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2736WNNSFL115TD","https://enviro.epa.gov/enviro/rsei.html?facid=2736WNNSFL115TD"
"ERICO INTERNATIONAL CORP","188 CAROLINA RD","ABERDEEN","MOORE","NC","28315","35.11347","-79.38958","132","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28315CRLNGSR207","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28315CRLNGSR207","https://enviro.epa.gov/enviro/rsei.html?facid=28315CRLNGSR207"
"EVEREADY BATTERY CO INC","800 ALBEMARLE RD","ASHEBORO","RANDOLPH","NC","27203","35.68998","-79.8252","22","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203VRDYB800AL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203VRDYB800AL","https://enviro.epa.gov/enviro/rsei.html?facid=27203VRDYB800AL"
"EXIDE ELECTRONICS","3301 SPRING FOREST RD","RALEIGH","WAKE","NC","27604","35.85517","-78.5852","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27604XDLCT3301S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27604XDLCT3301S","https://enviro.epa.gov/enviro/rsei.html?facid=27604XDLCT3301S"
"FEDERAL PAPER BOARD CO INC","923 FRANKLIN ST","DURHAM","DURHAM","NC","27702","35.990223","-78.888992","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27702FDRLP923FR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27702FDRLP923FR","https://enviro.epa.gov/enviro/rsei.html?facid=27702FDRLP923FR"
"FLAKEBOARD AMERICA LLC","157 ATC DR","BISCOE","MONTGOMERY","NC","27209","35.328611","-79.767778","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2720WFLKBR157AT","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2720WFLKBR157AT","https://enviro.epa.gov/enviro/rsei.html?facid=2720WFLKBR157AT"
"FLEXLINE IND, DIV NATL FIRE HOSE CORP","121 DICKENS RD","FUQUAY-VARINA","WAKE","NC","27526","35.61468","-78.80859","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27526FLXLN121DI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27526FLXLN121DI","https://enviro.epa.gov/enviro/rsei.html?facid=27526FLXLN121DI"
"FLOWSERVE - RALEIGH","1900 S SAUNDERS ST","RALEIGH","WAKE","NC","27603","35.75664","-78.64916","67","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603DWRDV1900S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603DWRDV1900S","https://enviro.epa.gov/enviro/rsei.html?facid=27603DWRDV1900S"
"FOAM DESIGN INC","2425 S ALSTON AVE","DURHAM","DURHAM","NC","27713","35.95477","-78.88222","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27713FMDSG2425S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27713FMDSG2425S","https://enviro.epa.gov/enviro/rsei.html?facid=27713FMDSG2425S"
"FOAMEX","2827 EARLHAM PL","HIGH POINT","GUILFORD","NC","27263","35.9199","-79.98472","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27264RVSBR2228S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27264RVSBR2228S","https://enviro.epa.gov/enviro/rsei.html?facid=27264RVSBR2228S"
"FORTRESS WOOD PRODUCTS INC","3874 BETHEL DR EXT","HIGH POINT","RANDOLPH","NC","27260","35.912831","-80.043254","10","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2726WFRTRS3874B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2726WFRTRS3874B","https://enviro.epa.gov/enviro/rsei.html?facid=2726WFRTRS3874B"
"FOUNDATION LABS BY PLY GEM LLC","2520 S TRICENTER BLVD","DURHAM","DURHAM","NC","27713","35.92028","-78.88503","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2771WPLYGM252ST","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2771WPLYGM252ST","https://enviro.epa.gov/enviro/rsei.html?facid=2771WPLYGM252ST"
"FRUIT OF THE LOOM HOSIERY STAR DIV","RUSSELL DR","STAR","MONTGOMERY","NC","27356","35.4055","-79.78493","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27356FRTFTRUSSE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27356FRTFTRUSSE","https://enviro.epa.gov/enviro/rsei.html?facid=27356FRTFTRUSSE"
"FUTURE FOAM INC","1300 PROSPECT","HIGH POINT","GUILFORD","NC","27260","35.926111","-80.023056","42","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260FFNCN1300P","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260FFNCN1300P","https://enviro.epa.gov/enviro/rsei.html?facid=27260FFNCN1300P"
"GALEY & LORD INDUSTRIES INC ASHEBORO PLANT","1947 N FAYETTEVILLE ST","ASHEBORO","RANDOLPH","NC","27203","35.75234","-79.80523","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203GLYLR1947N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203GLYLR1947N","https://enviro.epa.gov/enviro/rsei.html?facid=27203GLYLR1947N"
"GENERAL ELECTRIC AVIATION - DURHAM ENGINE FACILITY","3701 S MIAMI BLVD","DURHAM","DURHAM","NC","27703","35.916166","-78.834116","54","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27709GNRLL3701S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27709GNRLL3701S","https://enviro.epa.gov/enviro/rsei.html?facid=27709GNRLL3701S"
"GENERAL SHALE BRICK INC MONCURE FACILITY PLANTS 24 & 25","300 BRICK PLANT RD","MONCURE","CHATHAM","NC","27559","35.57239","-79.03505","64","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27559CHRKSSTATE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27559CHRKSSTATE","https://enviro.epa.gov/enviro/rsei.html?facid=27559CHRKSSTATE"
"GENERAL SHALE BRICK INC SANFORD PLANT NO 22","1604 COLON RD","SANFORD","LEE","NC","27330","35.52966","-79.1612","32","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330SNFRD1600C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330SNFRD1600C","https://enviro.epa.gov/enviro/rsei.html?facid=27330SNFRD1600C"
"GENERAL TIMBER INC","625 FARMVILLE MINE RD","SANFORD","CHATHAM","NC","27330","35.56473","-79.21155","184","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27730GNRLTROUTE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27730GNRLTROUTE","https://enviro.epa.gov/enviro/rsei.html?facid=27730GNRLTROUTE"
"GEORGIA-PACIFIC CHEMICALS LLC","18846 NC HWY 8","DENTON","DAVIDSON","NC","27239","35.6125","-80.176667","46","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27239DPNTCRT1BO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27239DPNTCRT1BO","https://enviro.epa.gov/enviro/rsei.html?facid=27239DPNTCRT1BO"
"GEORGIA-PACIFIC CORP PACKAGING DIV","200 MCDOWELL RD","ASHEBORO","RANDOLPH","NC","27203","35.66976","-79.82607","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203GRGPC200MC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203GRGPC200MC","https://enviro.epa.gov/enviro/rsei.html?facid=27203GRGPC200MC"
"GKN DRIVELINE SANFORD PRECISIO N FORMING PLANT","4901 WOMACK RD","SANFORD","LEE","NC","27330","35.54897","-79.17383","24","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330GKNTM4901W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330GKNTM4901W","https://enviro.epa.gov/enviro/rsei.html?facid=27330GKNTM4901W"
"GLASS UNLIMITED","2149 BREVARD RD","HIGH POINT","GUILFORD","NC","27263","35.92338","-79.99837","20","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263GLSSN2149B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263GLSSN2149B","https://enviro.epa.gov/enviro/rsei.html?facid=27263GLSSN2149B"
"GLAXO WELLCOME INC","5 MOORE DR","RESEARCH TRIANGLE PARK","DURHAM","NC","27709","35.939776","-78.863888","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27709GLXNC5MOOR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27709GLXNC5MOOR","https://enviro.epa.gov/enviro/rsei.html?facid=27709GLXNC5MOOR"
"GLAXOSMITHKLINE INC","1011 N ARENDELL AVE","ZEBULON","WAKE","NC","27597","35.832054","-78.319739","57","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27597GLXNC1011N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27597GLXNC1011N","https://enviro.epa.gov/enviro/rsei.html?facid=27597GLXNC1011N"
"GOLD KIST SILER CITY PROCESSING PLANT","602 S CHATHAM AVE","SILER CITY","CHATHAM","NC","27344","35.71708","-79.45971","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27344SHWLL602SC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27344SHWLL602SC","https://enviro.epa.gov/enviro/rsei.html?facid=27344SHWLL602SC"
"GOLDEN BELT MANUFACTURING CO","807 E MAIN ST","DURHAM","DURHAM","NC","27701","35.98964","-78.89134","30","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27701GLDNB807EA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27701GLDNB807EA","https://enviro.epa.gov/enviro/rsei.html?facid=27701GLDNB807EA"
"GOLDEN BELT MFG CO","105 COMMERCE PL","RANDLEMAN","RANDOLPH","NC","27317","35.77847","-79.81202","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27317GLDNB105CO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27317GLDNB105CO","https://enviro.epa.gov/enviro/rsei.html?facid=27317GLDNB105CO"
"GOLDSTON LUMBER INC","2304 S MAIN ST","GOLDSTON","CHATHAM","NC","27252","35.589426","-79.325816","48","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27252GLDSTSOUTH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27252GLDSTSOUTH","https://enviro.epa.gov/enviro/rsei.html?facid=27252GLDSTSOUTH"
"GOODMARK FOODS INC","4851 JONES SAUSAGE RD","GARNER","WAKE","NC","275299438","35.72387","-78.58765","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27529GDMRK4851J","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27529GDMRK4851J","https://enviro.epa.gov/enviro/rsei.html?facid=27529GDMRK4851J"
"GREDE II LLC","530 E MAIN","BISCOE","MONTGOMERY","NC","27209","35.3607","-79.7686","73","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27209FNDRY530EM","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27209FNDRY530EM","https://enviro.epa.gov/enviro/rsei.html?facid=27209FNDRY530EM"
"GREGSON FURNITURE IND","206 E FRAZIER AVE","LIBERTY","RANDOLPH","NC","27298","35.84424","-79.56836","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298GRGSN206EA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298GRGSN206EA","https://enviro.epa.gov/enviro/rsei.html?facid=27298GRGSN206EA"
"GRIFOLS THERAPEUTICS LLC","8368 US 70 B US HWY W","CLAYTON","JOHNSTON","NC","27520","35.61961","-78.42068","85","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27520MLSNCHWY70","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27520MLSNCHWY70","https://enviro.epa.gov/enviro/rsei.html?facid=27520MLSNCHWY70"
"GULISTAN CARPET","3140 HWY 5","ABERDEEN","MOORE","NC","28315","35.135556","-79.435","22","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28315GLSTN3140H","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28315GLSTN3140H","https://enviro.epa.gov/enviro/rsei.html?facid=28315GLSTN3140H"
"GULTECH NC INC","5800 MC HINES PL","RALEIGH","WAKE","NC","27616","35.85925","-78.59482","47","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27604PRRYC5800M","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27604PRRYC5800M","https://enviro.epa.gov/enviro/rsei.html?facid=27604PRRYC5800M"
"H W ANDERSEN PRODUCTS INC HEALTH SCIENCE PARK","3202 CAROLINE DR","HAW RIVER","ALAMANCE","NC","272588710","35.98282","-79.27727","15","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27258HWNDR5344N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27258HWNDR5344N","https://enviro.epa.gov/enviro/rsei.html?facid=27258HWNDR5344N"
"HAMILTON BEACH PROCTOR-SILEX INC","261 YADKIN RD","SOUTHERN PINES","MOORE","NC","28387","35.18916","-79.37895","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28387HMLTN575YA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28387HMLTN575YA","https://enviro.epa.gov/enviro/rsei.html?facid=28387HMLTN575YA"
"HANSON BRICK PLEASANT GARDEN PLANT","1410 FOREST ACRES CIR","PLEASANT GARDEN","GUILFORD","NC","27313","35.968414","-79.764518","35","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27313BRNCL1410F","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27313BRNCL1410F","https://enviro.epa.gov/enviro/rsei.html?facid=27313BRNCL1410F"
"HARCROS CHEMICALS INC","125 SEDGEHILL RD","THOMASVILLE","DAVIDSON","NC","27360","35.86271","-80.07625","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360HRCRS125SE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360HRCRS125SE","https://enviro.epa.gov/enviro/rsei.html?facid=27360HRCRS125SE"
"HARRISS & COVINGTON HOSIERY MILLS INC","1250 HICKORY CHAPEL RD","HIGH POINT","GUILFORD","NC","27260","35.952951","-79.96705","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262HRRSS2525E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262HRRSS2525E","https://enviro.epa.gov/enviro/rsei.html?facid=27262HRRSS2525E"
"HATTERAS YACHTS INC","2100 KIVETT DR","HIGH POINT","GUILFORD","NC","27260","35.96575","-79.96889","30","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260HTTRS2100K","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260HTTRS2100K","https://enviro.epa.gov/enviro/rsei.html?facid=27260HTTRS2100K"
"HAWORTH INC","801 MILLIS ST","HIGH POINT","GUILFORD","NC","27262","35.9488","-80.01597","18","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MYRTLCOROF","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MYRTLCOROF","https://enviro.epa.gov/enviro/rsei.html?facid=27261MYRTLCOROF"
"HAWORTH WOOD SEATING","1673 ENGLISH RD","HIGH POINT","GUILFORD","NC","27262","35.9463","-80.0214","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262HWRTH1673E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262HWRTH1673E","https://enviro.epa.gov/enviro/rsei.html?facid=27262HWRTH1673E"
"HEXION INC-FAYETTEVILLE FACILITY","1411 INDUSTRIAL DR","FAYETTEVILLE","CUMBERLAND","NC","28301","35.02915","-78.861916","250","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28302BRDNN1411I","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28302BRDNN1411I","https://enviro.epa.gov/enviro/rsei.html?facid=28302BRDNN1411I"
"HEXION SPECIALTY CHEMICALS INC.","1717 WARD ST","HIGH POINT","GUILFORD","NC","27261","35.93822","-80.02614","27","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261BRDNN1717W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261BRDNN1717W","https://enviro.epa.gov/enviro/rsei.html?facid=27261BRDNN1717W"
"HICKORY SPRINGS MANUFACTURING CO","1141 CORP BLVD","HIGH POINT","GUILFORD","NC","27261","35.91607","-80.00353","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261HCKRY1141C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261HCKRY1141C","https://enviro.epa.gov/enviro/rsei.html?facid=27261HCKRY1141C"
"HICKORY SPRINGS MANUFACTURING CO","N/S HWY 27","BISCOE","MONTGOMERY","NC","27209","35.359726","-79.802582","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27209HCKRYNSHWY","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27209HCKRYNSHWY","https://enviro.epa.gov/enviro/rsei.html?facid=27209HCKRYNSHWY"
"HIGH POINT FURNITURE COMPONENTS","1430 SHERMAN CT","HIGH POINT","GUILFORD","NC","27260","35.930872","-80.022763","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260HGHPN143SH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260HGHPN143SH","https://enviro.epa.gov/enviro/rsei.html?facid=27260HGHPN143SH"
"HIGHLAND FABRICATORS","237 KETTERING RD","HIGH POINT","GUILFORD","NC","27263","35.9259","-79.99076","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262HGHLN237KE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262HGHLN237KE","https://enviro.epa.gov/enviro/rsei.html?facid=27262HGHLN237KE"
"HOMES BY OAKWOOD INC PLANT 3","US HWY 1 S","PINEBLUFF","MOORE","NC","28373","35.08194","-79.48777","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28373HMSBYUSHWY","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28373HMSBYUSHWY","https://enviro.epa.gov/enviro/rsei.html?facid=28373HMSBYUSHWY"
"HOOKER FURNITURE INC PLEASANT GARDEN DIV","1212 THROWER RD","PLEASANT GARDEN","GUILFORD","NC","27313","35.96191","-79.765","68","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27313THMSV1212T","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27313THMSV1212T","https://enviro.epa.gov/enviro/rsei.html?facid=27313THMSV1212T"
"HOUSEHOLD PRODS INC","1758 S FAYETTEVILLE ST","ASHEBORO","RANDOLPH","NC","27203","35.68213","-79.81714","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BLCKD1758S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BLCKD1758S","https://enviro.epa.gov/enviro/rsei.html?facid=27203BLCKD1758S"
"HSM-HIGH POINT (PLANT 1)","1325 BAKER RD","HIGH POINT","GUILFORD","NC","27263","35.93848","-79.96596","47","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260TRDFB1325B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260TRDFB1325B","https://enviro.epa.gov/enviro/rsei.html?facid=27260TRDFB1325B"
"HUBBARD FEEDS INC","39 ALLIED MILLS RD","SELMA","JOHNSTON","NC","27576","35.541101","-78.256327","27","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27576CNTNNUZZIE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27576CNTNNUZZIE","https://enviro.epa.gov/enviro/rsei.html?facid=27576CNTNNUZZIE"
